id,title,description,link,image_link,price,availability,condition,google_product_category
SP1115,"The HSFT 18"" Square Pillow","Infuse your favorite sitting area with a burst of FUN with The HSFT 18"" Square Pillow! Composition: Pillow case: 100% cotton duck. Fill: 60% foam/40% synthetic down.",https://havesomefuntoday.com/products/square-pillow-18-inch,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_3385.jpg?v=1526420741,40.00,in stock,new,Home & Garden > Decor > Throw Pillows 4454
BCW15,The Baseball Cap - Black,"Make our Baseball Cap your new go-to hat... Wear this cap to the beach, for exercise or running errands! Composition: 100% Cotton Twill. Care: Spot wash with gentle cleanser. Size: One size fits most. Adjustable fabric hide-away closure with brass grommet.",https://havesomefuntoday.com/products/baseball-hat-hsft-fitted,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1347.JPG?v=1572135998,28.00,in stock,new,Apparel & Accessories > Clothing Accessories > Hats 173
WWNRW15,The Wide Neck Fleece,"Sexy, wide neck sweatshirt with a long, narrow sleeve looks great with slim pants or leggings to give a casual but chic look. The banded-hem sits comfortably on the hip for a flattering fit. Fit: This Fleece runs true to size. Macey, pictured, is 5'8"" and is wearing size small - length is 25"". Fabric: Super-soft triblend. Combed and Ring-Spun Cotton/Polyester/Rayon Fleece. Care: Machine wash cold. Tumble dry on medium heat. Sizes: XS, S, M, L, XL. View size chart.",https://havesomefuntoday.com/products/hsft-couture-womens-wide-neck-sweatshirt,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1471.JPG?v=1550252237,60.00,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops 212
WSTB15,The Slouchy Tank - Black,"Our super-sexy, slouchy tank drapes softly. Printed with a sleek version of our graphic, this tank can be worn over a bralette or bikini top and works well with fitted shorts or pants! Fit: This tank runs true to size. Macey, pictured, is 5'8"" and is wearing a size small - length is 25"". Fabric: 65% polyester/35% viscose. Care: Machine wash warm. Tumble dry on medium heat. Sizes: XS, S, M, L,XL. View size chart.",https://havesomefuntoday.com/products/womens-black-slouchy-tank,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_2084.JPG?v=1551025198,38.00,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops 212
WMTW15,The Muscle Tank,"Our Flowy Muscle Tank shirt falls to the hip for a soft, sporty fit and pairs well with yoga pants, shorts or your favorite pair of jeans. This T runs true to size. Allegra, pictured, is 5'4"" and are wearing size small. <span>Macey (pictured with The Knit Beanie Hat) is 5'8"" and is also wearing size small. Tank length in small is 27"". Composition: super soft “jersey - cotton/poly”- 52%C 48%P. Care: Machine wash cold and tumble dry medium.Sizes: XS, S, M, L, XL. View size chart.",https://havesomefuntoday.com/products/muscle-tank-hsft,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_2499.jpg?v=1550372175,40.00,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops 212
SBHW15,The Snap Back Hat- White,Super stylish and trendy... Wear this snap-back hat - night or day. See how many people tell you they want your hat! Composition: Poly-blend. Care: Spot wash with gentle cleanser.,https://havesomefuntoday.com/products/snap-back-hat-white,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1353.JPG?v=1549488654,30.00,in stock,new,Apparel & Accessories > Clothing Accessories > Hats 173
LP1114,The LUXE Message Pillow,"A rock star twist on your grandmother's needlepoint message pillows. Our HSFT LUXE Message Pillow inspires with our signature message in soft black lambskin leather letters appliqued on a 100% textured cotton weave pillow. Filled with down, the LUXE Message Pillow is cozy and hip. Use on your sofa or in your bed. Makes a fabulous housewarming or weekend-house-crasher gift! Inspire everyone to Have Some Fun Today! Composition: 100% cotton, down and leather. Care: Spot wash with gentle soap and a soft touch. Dimensions: 8"" x 48"".",https://havesomefuntoday.com/products/message-pillow-hsft,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_3618.JPG?v=1526420238,96.00,in stock,new,Home & Garden > Decor > Throw Pillows 4454
LT1114,The LUXE Tote,"Our LUXE HSFT Tote is the bag that will have people stop you to ask where you found it.... With Louis Vuitton raw leather handles, stylish brass hardware and fine black pv applique on a thick textured cotton canvas bag, our LUXE Tote will become your go-to carry-all. This roomy and versatile bag can be used as a chic shopper or while lounging poolside at the most elegant resort. Composition: Cotton, Leather and Brass. Care: Spot wash, gentle strength soap, cool water. Lay flat to dry. Dimensions: 16.5"" w x 15.5""h, 10"" handle drop from shoulder to bag.",https://havesomefuntoday.com/products/cotton-leather-tote,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1293.JPG?v=1549396393,150.00,in stock,new,Luggage & Bags > Shopping Totes 5608
PT1114,The Printed Tote Bag,"This functional canvas zip top tote with an inside zip enclosure is a cool casual bag for shopping, gym, beach and more.... The front sports the HAVE SOME FUN TODAY graphic and the back is printed with the HSFT logo. Composition: 100% Cotton canvas. Care: Washing machine safe in warm water. Tumble dry on medium heat. Dimensions: 18"" w x 15.5"" H, 8.5"" length on the canvas handles from shoulder to the top of the bag.",https://havesomefuntoday.com/products/tote-bag-cotton-zip,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1259.JPG?v=1549396853,30.00,in stock,new,Luggage & Bags > Shopping Totes 5608
WOT14,The Original Tee Shirt,"Cotton scoop neck, loose fit, short sleeve women's designer T shirt. A very generous cut for a sexy, draped look to dress up or down. Wear under a blazer or to the gym! Fit: This T has a loose fit. Allegra pictured is 5'4"" and is wearing size small. Composition: Super-soft jersey. 52% cotton/48% poly blend. Care: Machine wash cold and tumble dry on cool setting. Sizes: XS, S, M, L, XL. View size chart.",https://havesomefuntoday.com/products/original-tee-shirt,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_2196.JPG?v=1572123736,42.00,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops 212
SBHB15,The Snap Back Hat - Black,Super stylish and trendy... Wear this snap-back hat - night or day. Watch how many people tell you they want your hat! Composition: blend. Care: Spot wash with gentle cleanser.,https://havesomefuntoday.com/products/snap-back-hat-black,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1360.JPG?v=1549488715,30.00,in stock,new,Apparel & Accessories > Clothing Accessories > Hats 173
WCTW14 ,The Original Crop Tank,"An original HSFT design. This sexy, cropped sleeveless style made of a cotton knit jersey. Looks great for the gym or paired with a high waisted skirt or pant for a trendy stylish look at night. Try it both ways! Fit: This T runs true to size. Gigi who is 5'10 and is wearing size small - length is 17"". Composition: Super-soft jersey. 52% cotton/48% poly blend. Care: Machine wash cold and tumble dry cool. Sizes: XS, S, M, L, XL. View size chart.",https://havesomefuntoday.com/products/crop-tank-sleeveless,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_2179.JPG?v=1550249315,32.00,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops 212
CMW14,The Coffee Mug,"Enjoy your morning joe in our cheery, inspirational 11 oz. white ceramic mug. Or relax with a cup of tea. Either way, you’ll be reminded to Have Some Fun Today! Composition: Ceramic. Care: hand wash.",https://havesomefuntoday.com/products/coffee-mug-hsft,https://cdn.shopify.com/s/files/1/0665/6537/products/IMG_1256.JPG?v=1572136061,14.00,in stock,new,Home & Garden > Kitchen & Dining > Food & Beverage Carriers 2920
